table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__forget__pres_sx,item,,,Symptom: Forgetful in daily activities - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__fullrem_dx,diagnosis,unknown,,Diagnosis: Attention-deficit/hyperactivity disorder - Full remission [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__hypractv__past_sx,item,,,Symptom: Runs or climbs excessively - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__hypractv__pres_sx,item,,,Symptom: Runs or climbs excessively - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__impfunct__past_sx,item,,,"Symptom: ADHD symptoms interfere with social, academic or occupational functioning - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__impfunct__pres_sx,item,,,"Symptom: ADHD symptoms interfere with social, academic or occupational functioning - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__impuls__past_sx,item,,,Symptom: Impulsivity - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__impuls__pres_sx,item,,,Symptom: Impulsivity - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__interrupt__past_sx,item,,,Symptom: Often interrupts or intrudes on others - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__interrupt__pres_sx,item,,,Symptom: Often interrupts or intrudes on others - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__loses__past_sx,item,,,Symptom: Often loses things - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__loses__pres_sx,item,,,Symptom: Often loses things - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__mistake__past_sx,item,,,Symptom: Often makes careless mistakes - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__mistake__pres_sx,item,,,Symptom: Often makes careless mistakes - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__motor__past_sx,item,,,Symptom: Acts like driven by a motor - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__motor__pres_sx,item,,,Symptom: Acts like driven by a motor - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__notlisten__past_sx,item,,,Symptom: Often doesn't seem to listen when spoken to - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__notlisten__pres_sx,item,,,Symptom: Often doesn't seem to listen when spoken to - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__orgtask__past_sx,item,,,Symptom: Difficulty organizing tasks - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__orgtask__pres_sx,item,,,Symptom: Difficulty organizing tasks - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__oth_dx,diagnosis,unknown,,Diagnosis: Other specified attention-deficit/hyperactivity disorder (F90.8) [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__partrem_dx,diagnosis,partial_remission,,Diagnosis: Attention-deficit/hyperactivity disorder - Partial remission [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__past__sx_mean,summary,,,KSADS - Attention-Deficit/Hyperactivity Disorder [Parent] (Symptom - Past): Mean [Validation: No more than 3 missing or declined],{},,True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__past_dx,diagnosis,past,,Diagnosis: Attention-deficit/hyperactivity disorder - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__pres__sx_mean,summary,,,KSADS - Attention-Deficit/Hyperactivity Disorder [Parent] (Symptom - Present): Mean [Validation: No more than 3 missing or declined],{},,True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__pres_dx,diagnosis,present,,Diagnosis: Attention-deficit/hyperactivity disorder - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__quiet__past_sx,item,,,Symptom: Difficulty playing quietly - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__quiet__pres_sx,item,,,Symptom: Difficulty playing quietly - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__ruleoutgad__past_sx,item,,,Symptom: Check that child's inattentive symptoms are not primarily due to his or her generalized anxiety disorder - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__ruleoutgad__pres_sx,item,,,Symptom: Check that child's inattentive symptoms are not primarily due to his or her generalized anxiety disorder - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__seat__1schlyr__past_sx,item,,,Symptom: Difficulty remaining seated for more than 1 school year - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__seat__grdschl__pres_sx,item,,,Symptom: Difficulty remaining seated since elementary school - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__sustattn__1schlyr__past_sx,item,,,Symptom: Difficulty sustaining attention for more than 1 school year - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__sustattn__grdschl__pres_sx,item,,,Symptom: Difficulty sustaining attention since elementary school - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__symptmulti__before12__past_sx,item,,,Symptom: Several symptoms present prior to age 12 years - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__symptmulti__before12__pres_sx,item,,,Symptom: Several symptoms present prior to age 12 years - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__talkexcess__past_sx,item,,,Symptom: Often talks excessively - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__talkexcess__pres_sx,item,,,Symptom: Often talks excessively - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__unspec_dx,diagnosis,unknown,,Diagnosis: Unspecified Attention-deficit/hyperactivity disorder (F90.9) [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__wait__past_sx,item,,,Symptom: Difficulty waiting turn - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__adhd,parent,adhd,mh_p_ksads__adhd__wait__pres_sx,item,,,Symptom: Difficulty waiting turn - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor_age,meta,,,"KSADS - Agoraphobia [Parent]: Youth's age at data collection (Note: if table-specific date/time is missing, the age at visit start is used)",{},,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor_dtt,meta,,,KSADS - Agoraphobia [Parent]: Date/time of collection start,{},,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor__past_001___1,item,,,"You said that in the past your child felt afraid to either leave the house, ride in cars or buses, be in enclosed places like theatres or crowds, or be in open spaces like parking lots or bridges. Back then, why did he or she avoid these si","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor__past_001___2,item,,,"You said that in the past your child felt afraid to either leave the house, ride in cars or buses, be in enclosed places like theatres or crowds, or be in open spaces like parking lots or bridges. Back then, why did he or she avoid these si","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor__past_001___3,item,,,"You said that in the past your child felt afraid to either leave the house, ride in cars or buses, be in enclosed places like theatres or crowds, or be in open spaces like parking lots or bridges. Back then, why did he or she avoid these si","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor__past_002,item,,,Do think that your child was more afraid of these situations than he or she needed to be or more afraid of these situations than other kids your child's age back then?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__agor,parent,agor,mh_p_ksads__agor__past_003___1,item,,,"Back then, did your child's fear or avoidance of these situations cause problems for him or her in any of the following areas [Multi-select]: With friends","{""0"": ""No"", ""1"": ""Yes""}",,False
